item_id,PLACES,THINGS TO DO,LOCATION,CITY,TRIP,LAKES,GLACIERS,CULTURAL FOOD
363,BYARSA LAKE,"BOATING ,PICNIC POINT",ASTORE,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
364,BARODAROROKSH ,"ARCHITECTTURE,INFRASTRUCTURE ",GHIZER,GHIZER,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
365,GHORASHI LAKE,"SWIMMING,BOATING",KHARMANG,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
366,K2 MUSEM,"ARCHITECTTURE,INFRASTRUCTURE ,HISTORICAL THINGS,",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
367,SKARDU FORT,"CULTURE,  EVENTS, SHOPPING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
368,DEOSAI PLANES,"PICNIC POINT,SEE NATURE",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
369,SHINGRILA RESORT,"PICNIC POINT, LANDSCAPE,DINE AND BONFIRE",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
370,THREE MOUNTAIN JUNCTION ,"PICNIC POINT,SEE NATURE ",JUGLOT GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
371,GUPIS FORT,"INFRASTRUCTURE ,HISTORICAL THINGS, EVENTS, SHOPPING",GUPIS GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
372,DAR LAY LAKE ASTORE,"SWIMMING,BOATING",ASTORE,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
373,PIONEER SETTLEMENT FOR CREATIVE ART,"PICNIC POINT,SEE NATURE ",ASTORE,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
374,FORT KING NATIONAL PARK,"LANDSCAPE,DINE AND BONFIRE, ",ASTORE,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
375,BILCHAR DUBANI,"SEE NATURE , LANDSCAPE,DINE AND BONFIRE",BAGROTE GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
376,SAT," STAY AND DINE, BONFIRE",BAGROTE GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
377,DAREJA,PICNIC POINT,BAGROTE GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
378,BAGROTE GRASSLAND,"PICNIC POINT,SEE NATURE ",BAGROTE GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
379,OSHINKHANDASS,"CULTURE, ARCHITECTTURE, EVENTS, SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
380,DAR VIEW POINT,"PICNIC POINT,SEE NATURE , LANDSCAPE,DINE AND BONFIRE",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
381,KHAW TREAKING,"TRACKING,HIKING, SEE NATURE AND WILDLIFE",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",

